-26.7598, 13.3899, 512.45
273.711, 17.6724, 416.558
273.711, 15.8452, 491.118
-93.9235, 557.038, 146.957
-3.04449e-05, 452.081, 303.502
38.1707, 452.081, 304.549
76.2265, 452.081, 307.686
114.053, 452.081, 312.904
205.713, 613.703, 77.1498
241.707, 579.486, 140.559
633.217, 474.847, 2036.73
533.28, 440.05, 1991.47
296.601, 428.226, 2054.63
250.614, 450.247, 2124.28
161.474, 385.442, 1972.78
107.106, 382.537, 1972.78
53.3919, 380.812, 1972.78
5.05553e-05, 452.081, 2156.57
635.347, 450.391, -181.235
686.393, 442.186, -123.79
78.2388, 515.106, 1710.59
-34.6668, 452.081, 368.387
-2.76502e-05, 452.081, 367.436
34.6669, 452.081, 368.387
69.2434, 452.173, 371.108
104.392, 455.607, 371.108
358.448, 377.339, 2049.96
300.368, 377.339, 2068.02
241.385, 377.339, 2082.88
181.676, 377.339, 2094.48
121.422, 377.339, 2102.79
60.8023, 377.339, 2107.79
5.81019e-05, 452.081, 2329.22
-125.237, 442.186, -137.439
-62.7126, 442.186, -142.593
53.5156, 377.339, 24.9716
106.87, 377.339, 29.3698
159.904, 377.339, 36.6854
212.457, 377.339, 46.8964
264.371, 377.339, 59.9722
315.491, 377.339, 75.8734
365.662, 377.339, 94.5523
539.435, 440.05, -2.91589
640.526, 474.847, -48.6936
173.75, 522.76, 1779.46
129.385, 517.219, 1779.46
86.1204, 515.106, 1782.17
3.75946e-05, 562.999, 1860.06
-38.281, 457.246, 1697.46
-76.7932, 459.318, 1697.46
-115.774, 462.806, 1697.46
-55.7395, 59.8507, 493.756
134.162, 72.4638, 398.136
810.141, 452.081, 2326.4
-271.49, 440.05, 34.6582
-224.341, 452.48, -6.41577
-110.281, 442.186, -1.60675
-55.2235, 442.186, -6.14526
64.3303, 515.106, -172.066
127.832, 512.561, -161.014
237.88, 479.788, -67.1547
264.195, 428.226, 60.5967
315.281, 428.226, 76.4873
586.739, 493.962, 39.3671
248.163, 543.027, 1882.4
212.238, 577.897, 1952.12
136.18, 492.666, 1820.39
104.959, 568.148, 1953.27
52.5586, 568.148, 1957.59
-40.9061, 442.186, 1745.29
-81.689, 442.186, 1741.93
-122.227, 442.186, 1736.33
-162.397, 442.186, 1728.53
-2.25338e-05, 84.1257, 484.487
28.8783, 85.9903, 473.852
57.6696, 85.9903, 476.226
86.2877, 85.9903, 480.173
4.31078e-05, 239.524, 1986.19
-214.135, 485.581, 39.3671
-148.43, 447.205, 105.809
-98.454, 443.835, 105.809
-49.1181, 442.186, 105.093
-4.91335e-05, 554.571, -124.044
54.138, 487.378, 13.6328
114.057, 514.175, -35.9049
161.399, 486.281, 27.6771
237.88, 539.426, -67.1547
250.614, 456.706, 108.886
288.673, 440.823, 154.427
334.579, 440.823, 171.519
356.353, 507.603, 1882.4
301.244, 497.343, 1882.4
229.727, 452.607, 1816.84
184.615, 452.607, 1828.2
148.227, 482.829, 1892.97
105.485, 514.111, 1958.05
51.1424, 497.765, 1931.79
-45.4321, 442.186, 1827.75
-90.7275, 442.186, 1824.02
-135.75, 442.186, 1817.81
-2.25338e-05, 108.041, 484.487
-4.27827e-05, 205.128, 21.2456
4.31078e-05, 193.185, 1986.19
233.502, -28.1759, 421.804
-102.284, 514.407, 71.0261
-3.59025e-05, 452.081, 178.648
45.0132, 452.081, 179.882
89.8909, 452.081, 183.581
152.492, 512.561, 81.3367
218.723, 553.326, 18.7864
272.168, 553.326, 32.2479
258.757, 440.823, 242.055
299.907, 440.823, 257.374
340.155, 440.823, 274.927
336.085, 428.226, 1832.21
289.972, 428.226, 1849.38
270.329, 476.411, 1961.21
252.318, 553.326, 2131.93
165.225, 481.414, 1995.37
117.571, 512.561, 2067.82
55.4277, 482.558, 2009.87
-50.7905, 442.186, 1925.38
-101.428, 442.186, 1921.2
-151.761, 442.186, 1914.26
-216.531, 474.847, 1971.38
-251.607, 443.418, 1894.64
-4.27827e-05, 251.392, 21.2456
-2.08435e-05, -0.157565, 523.155
196.005, -0.200463, 425.867
196.005, -0.172958, 514.654
254.867, -0.198288, 456.726
-3.23773e-05, 452.081, 259.294
40.5935, 452.081, 260.407
81.0648, 452.081, 263.743
121.293, 452.081, 269.292
208.142, 583.889, 66.2518
220.508, 497.11, 215.936
546.435, 443.67, 1894.64
326.907, 428.226, 1957.57
273.938, 428.226, 1974.04
192.453, 497.395, 2159.4
61.3447, 473.732, 2117.67
-57.2599, 442.186, 2043.25
-114.347, 442.186, 2038.54
-226.223, 440.05, 2014.86
-4.4417e-05, 310.142, -16.1426
686.273, 442.186, -275.917
755.167, 442.186, -236.389
-26.2391, 21.315, 521.936
205.591, 24.4423, 490.918
244.429, 25.6212, 478.976
-93.2837, 574.169, 152.768
-2.93353e-05, 452.081, 328.886
36.7796, 452.081, 329.894
73.4485, 452.081, 332.917
109.897, 452.081, 337.945
635.347, 452.592, 2040.22
561.385, 440.05, 2043.73
332.099, 381.672, 1972.78
275.129, 377.339, 1978.28
221.102, 377.339, 1991.89
166.41, 377.339, 2002.51
111.219, 377.339, 2010.13
55.6932, 377.339, 2014.7
5.32197e-05, 452.081, 2217.52
-136.347, 442.186, -238.349
-68.2763, 442.186, -243.96
287.825, 377.339, -23.4246
343.48, 377.339, -6.11261
649.386, 442.186, -63.2012
81.1291, 515.106, 1736.84
-140.789, 597.432, 1848.16
154.841, 51.2196, 449.43
181.441, 50.2937, 468.527
-34.5175, 466.63, 371.108
-2.74897e-05, 465.929, 371.108
34.5175, 466.63, 371.108
69.2435, 468.745, 371.108
104.392, 472.304, 371.108
763.686, 470.456, 2250.34
379.664, 377.339, 2112.1
-235.668, 440.05, -57.2302
-119.121, 442.186, -81.8979
-59.6504, 442.186, -86.8004
50.9025, 377.339, 72.5818
101.652, 377.339, 76.7653
152.096, 377.339, 83.7236
202.082, 377.339, 93.436
251.462, 377.339, 105.873
302.168, 379.958, 114.897
518.935, 445.059, 35.1984
609.249, 474.847, 2.51355
133.15, 512.561, 1802.14
89.4312, 515.106, 1812.24
3.84554e-05, 554.571, 1879.76
-38.4434, 442.186, 1700.42
-76.7932, 442.314, 1697.46
-115.774, 445.673, 1697.46
-155.471, 450.447, 1697.46
-55.7395, 68.7335, 493.756
125.34, 77.7466, 437.711
4.31078e-05, 268.573, 1986.19
-268.367, 455.472, 45.7646
-157.586, 442.186, 50.6486
-105.321, 442.186, 43.439
-52.7399, 442.186, 39.1046
122.083, 512.561, -108.799
237.88, 502.382, -67.1547
259.735, 440.823, 76.4547
309.959, 440.823, 92.0771
356.353, 541.87, 1882.4
301.244, 530.918, 1882.4
215.199, 452.607, 1765.19
212.238, 555.453, 1952.12
147.404, 512.561, 1888.01
105.249, 547.59, 1955.91
54.6824, 568.148, 1996.29
-42.559, 442.186, 1775.4
-84.9899, 442.186, 1771.91
-127.165, 442.186, 1766.09
-2.25338e-05, 93.261, 484.487
-4.27827e-05, 177.065, 21.2456
